"tenure","n.adults","n.children","premium","len.at.res","ni.age","year","claim.ind","ni.marital.status","ni.gender","sales.channel","coverage.type","dwelling.type","credit","house.color","zip.code","cancel","id"
11,1,3,992.5913882,19,44,1,"0","1","M","Phone","C","Tenant","high","blue","8",0,5335
13,2,1,965.1982572,19,43,1,"1","1","M","Phone","B","Tenant","medium","red","8",0,5336
4,1,0,874.7736881,16,27,1,"0","1","M","Phone","C","Condo","medium","red","1",0,5337
19,1,0,877.4206625,13,44,1,"0","0","F","Broker","A","Condo","low","red","9",0,5338
5,4,1,917.9000238,8,36,1,"0","0","F","Broker","B","House","low","red","1",0,5339
17,5,2,882.9484235,19,40,1,"1","1","F","Phone","A","House","high","blue","8",0,5340
20,1,12,896.4949625,14,79,1,"0","1","F","Phone","A","House","medium","red","5",0,5341
5,1,2,929.3642581,13,23,1,"0","1","F","Online","C","Condo","high","white","8",0,5342
11,3,3,933.5727696,17,62,1,"0","1","F","Phone","B","House","high","blue","1",0,5343
13,1,2,1078.975453,12,43,1,"0","1","F","Broker","A","House","medium","red","5",0,5344
11,4,4,864.9965562,12,46,1,"0","1","F","Broker","A","Tenant","high","yellow","2",1,5345
22,2,0,1015.432653,12,53,1,"0","0","M","Broker","C","House","high","blue","5",0,5346
19,4,0,800.4722569,19.56812697,46,1,"1","0","F","Online","C","Tenant","medium","white","8",1,5347
10,2,1,1069.057769,11,41,1,"1","1","M","Phone","C","House","medium","yellow","5",0,5348
18,1,1,918.1026858,13,40,1,"0","1","M","Broker","A","Condo","high","yellow","8",0,5349
15,1,0,827.6821001,15,39,1,"0","0","F","Broker","B","Tenant","low","yellow","8",1,5350
6,3,1,1050.495091,21,30,1,"0","1","F","Phone","C","House","medium","red","8",0,5351
14,2,2,791.0753358,12,56,1,"0","1","M","Phone","C","House","low","red","8",1,5352
10,2,0,889.0488883,17,51,1,"0","0","F","Broker","B","House","medium","white","8",0,5353
20,1,1,848.2350541,14,55,1,"0","1","M","Online","B","House","high","red","8",0,5354
5,4,0,1017.368598,9,31,1,"1","1","M","Broker","A","House","medium","white","8",1,5355
18,2,0,927.4436882,12,39,1,"0","0","F","Phone","A","Tenant","high","red","2",1,5356
15,1,0,907.4184582,21,47,1,"0","1","M","Broker","A","Tenant","high","white","9",0,5357
20,2,4,864.8088299,17,53,1,"1","1","M","Broker","C","House","high","blue","8",0,5358
8,4,1,1015.701,16,42,1,"0","1","M","Phone","B","Tenant","high","red","9",1,5359
8,6,0,789.7115398,16,34,1,"0","0","M","Broker","C","Tenant","high","blue","8",1,5360
3,4,0,820.5901549,16,31,1,"1","1","M","Broker","A","House","medium","white","8",0,5361
15,1,3,1003.632981,13,44,1,"0","1","M","Phone","A","House","high","blue","8",0,5362
12,4,6,821.6169976,24,49,1,"0","1","F","Broker","A","Tenant","medium","yellow","5",1,5363
7,3,1,883.5811489,6,30,1,"0","0","M","Phone","C","Condo","medium","white","5",1,5364
18,1,3,897.5063495,15,55,1,"1","1","M","Broker","B","House","high","blue","8",0,5365
14,3,4,980.8405169,8,54,1,"0","1","F","Online","A","House","low","yellow","5",1,5366
16,1,3,944.3078182,15,40,1,"0","1","M","Broker","A","House","high","white","5",0,5367
6,2,1,972.0602711,11,32,1,"0","1","M","Broker","C","Tenant","high","blue","5",0,5368
4,1,1,885.2879705,8.765494552,31,1,"1","0","F","Phone","C","Condo","high","white","8",0,5369
11,3,3,890.2866647,13,43,1,"0","1","F","Phone","B","House","high","yellow","5",1,5370
10,3,4,815.1110821,16,51,1,"0","1","M","Broker","C","House","medium","white","1",0,5371
8,3,0,877.5740881,20,33,1,"1","0","F","Broker","B","Condo","high","white","8",0,5372
14,3,1,864.1579095,15,71,1,"1","1","F","Broker","B","House","low","red","8",0,5373
10,2,0,867.4581706,14,46,1,"0","1","F","Phone","A","House","medium","white","5",0,5374
4,2,8,954.4125922,13,28,1,"0","1","M","Broker","B","House","high","blue","1",0,5375
8,3,3,923.9609024,12,27,1,"0","1","M","Phone","B","Condo","low","red","8",0,5376
19,2,1,854.6305518,16,38,1,"0","0","F","Phone","C","Tenant","high","red","2",1,5377
20,2,0,1045.80682,14,67,1,"0","0","F","Phone","C","House","low","white","5",0,5378
0,1,0,846.4085997,9,24,1,"0","1","F","Online","A","Tenant","high","white","8",0,5379
22,1,2,829.549582,17,59,1,"0","1","M","Broker","C","House","medium","red","9",0,5380
14,1,0,788.3039046,20,46,1,"1","0","F","Broker","A","Condo","medium","yellow","8",1,5381
3,2,0,880.1604257,18,26,1,"0","0","M","Phone","C","Tenant","low","red","8",0,5382
11,3,3,883.2061744,14,45,1,"0","1","F","Broker","C","Tenant","high","white","8",0,5383
10,4,8,826.9727989,10,61,1,"0","1","M","Broker","A","House","high","blue","5",0,5384
12,4,0,878.5722439,17,41,1,"0","0","M","Broker","B","Condo","high","white","1",0,5385
13,1,0,849.4209018,17,57,1,"0","0","M","Phone","B","House","high","red","1",0,5386
4,1,4,932.6034934,9,30,1,"1","1","F","Phone","C","House","low","blue","1",1,5387
10,1,0,972.8842957,12,45,1,"0","1","M","Online","A","House","high","blue","8",0,5388
10,1,0,833.1620155,15,33,1,"0","0","M","Phone","C","House","high","yellow","8",0,5389
5,1,1,813.669632,18,32,1,"0","0","M","Phone","B","Condo","low","blue","5",1,5390
14,3,3,1011.077244,19,44,1,"1","1","F","Phone","A","House","high","white","8",0,5391
17,1,7,959.4629532,12,74,1,"0","1","F","Phone","A","House","high","red","8",0,5392
13,3,7,995.1409241,8,83,1,"0","1","M","Broker","A","House","low","blue","8",0,5393
12,3,5,978.2711343,22,52,1,"1","1","F","Broker","A","Tenant","medium","white","2",0,5394
13,2,1,989.5674309,20,55,1,"0","1","F","Broker","B","House","medium","red","9",0,5395
11,4,0,820.6189602,16,60,1,"0","1","F","Phone","B","House","high","blue","2",0,5396
1,1,0,903.1415438,18,28,1,"0","1","F","Phone","C","Condo","high","red","9",1,5397
0,1,1,927.8814367,17,38,1,"1","1","F","Broker","C","House","medium","red","5",0,5398
6,2,0,941.7987038,15,30,1,"0","0","M","Online","C","Tenant","low","white","8",1,5399
15,2,0,919.0438664,21,44,1,"0","1","F","Phone","C","House","high","blue","1",0,5400
17,2,0,857.7247455,16,44,1,"0","1","M","Phone","B","Tenant","high","red","8",0,5401
11,1,0,744.3305825,25.57745521,38,1,"0","0","F","Broker","B","House","high","white","8",0,5402
11,5,0,943.7271927,18,53,1,"0","0","F","Broker","B","House","high","blue","5",0,5403
5,1,1,848.0619332,15,31,1,"0","0","M","Broker","C","House","high","white","9",1,5404
16,2,4,947.5392456,13,44,1,"0","1","M","Broker","C","Condo","low","blue","1",0,5405
12,3,3,873.9826187,20,47,1,"0","1","M","Broker","A","House","high","white","9",0,5406
15,2,1,853.6879085,20,37,1,"1","0","M","Broker","B","House","high","red","8",0,5407
0,2,1,845.4953604,17,21,1,"1","0","M","Online","A","House","medium","red","1",0,5408
19,2,0,1014.921672,16,40,1,"0","0","M","Broker","C","Condo","high","blue","1",0,5409
0,1,0,999.5661706,23,37,1,"0","0","F","Broker","A","House","high","white","8",0,5410
8,2,0,758.1195741,11,32,1,"0","1","F","Phone","C","Condo","high","white","9",0,5411
2,2,0,790.452503,14,36,1,"0","0","F","Broker","C","Condo","high","white","1",0,5412
14,1,1,835.9127729,15,40,1,"0","1","M","Broker","C","Tenant","high","red","9",0,5413
17,3,1,796.6133572,13,49,1,"0","1","F","Broker","B","Condo","medium","yellow","5",0,5414
9,3,2,931.6612326,11,49,1,"1","1","F","Phone","B","Condo","low","yellow","9",1,5415
18,4,3,956.8307683,14,65,1,"0","1","F","Phone","C","Condo","high","yellow","8",0,5416
8,7,3,823.2262766,8,41,1,"0","1","M","Broker","C","House","high","blue","9",0,5417
14,1,1,843.8894245,14,45,1,"0","0","M","Phone","A","House","high","white","1",0,5418
2,2,0,831.578421,10,23,1,"1","1","F","Online","C","Condo","medium","white","8",0,5419
17,3,2,1031.667267,17,62,1,"1","1","F","Broker","B","House","high","white","5",0,5420
4,3,0,971.2769472,13,33,1,"1","0","M","Broker","C","House","medium","blue","1",0,5421
14,2,1,872.5761323,15,56,1,"0","1","M","Broker","A","Condo","low","yellow","9",0,5422
2,1,3,1000.763874,13,25,1,"0","1","F","Phone","C","House","high","red","8",0,5423
7,3,3,800.381416,10,32,1,"0","1","F","Broker","B","Condo","low","white","5",0,5424
4,2,4,816.3067739,18,26,1,"0","1","M","Broker","C","Tenant","high","yellow","5",0,5425
20,1,1,866.6554461,9,58,1,"0","1","M","Broker","C","House","high","blue","8",0,5426
12,3,3,768.4303363,14,72,1,"0","1","F","Phone","A","House","medium","white","8",0,5427
18,1,6,827.7770119,16,56,1,"1","1","M","Broker","A","House","medium","blue","1",1,5428
5,2,0,898.0800923,10,33,1,"1","1","F","Broker","B","House","high","red","5",0,5429
18,1,0,869.8774122,19,48,1,"1","0","M","Broker","B","Condo","high","red","8",0,5430
18,2,1,953.3284573,17,53,1,"0","1","F","Broker","B","Condo","low","red","5",0,5431
23,1,0,919.756023,17,42,1,"0","0","F","Phone","B","House","high","red","1",0,5432
12,1,1,799.1877029,18,40,1,"0","1","F","Broker","C","Condo","high","white","8",0,5433
17,1,5,1070.134291,13,48,1,"1","1","M","Broker","C","Tenant","high","blue","1",0,5434
15,1,0,906.143494,15,41,1,"0","0","F","Broker","C","House","high","red","8",0,5435
2,1,2,957.7805027,21,34,1,"0","1","M","Broker","B","House","high","white","1",0,5436
18,1,0,904.0152162,14,52,1,"0","0","F","Phone","C","House","high","red","8",0,5437
3,3,1,982.5561681,14,32,1,"0","1","F","Broker","A","House","high","blue","1",0,5438
22,1,0,978.8765062,24,42,1,"0","1","M","Broker","A","Condo","high","blue","5",0,5439
16,2,0,939.8478641,18,46,1,"0","0","F","Online","B","Condo","high","white","5",0,5440
17,1,2,929.5935284,15,43,1,"0","1","F","Online","A","Condo","medium","white","1",1,5441
3,2,1,922.2059779,16,25,1,"0","1","M","Phone","C","Tenant","low","red","1",1,5442
17,5,3,806.5672008,15,55,1,"0","1","F","Broker","B","House","high","white","8",0,5443
10,2,4,1034.056015,22,36,1,"1","1","M","Broker","C","House","high","white","8",0,5444
4,2,2,842.1874162,12,24,1,"0","0","F","Phone","C","House","high","blue","1",0,5445
17,2,1,933.9650259,11,40,1,"1","1","F","Broker","A","House","high","red","8",0,5446
3,4,0,871.9812892,13,23,1,"0","1","F","Online","B","House","high","red","2",0,5447
18,2,1,897.9269153,18,51,1,"1","1","F","Broker","C","House","low","blue","8",0,5448
15,1,1,890.3513393,17,50,1,"1","1","M","Broker","A","Condo","low","red","1",1,5450
15,1,0,943.7208111,19,53,1,"0","0","F","Broker","C","House","high","blue","5",0,5451
16,1,0,893.7556345,19,41,1,"0","0","M","Broker","C","Condo","high","blue","8",0,5452
17,5,1,1008.043292,10,57,1,"0","1","M","Phone","C","House","high","white","5",0,5453
21,1,0,854.2375767,19,50,1,"1","1","F","Broker","B","House","low","white","9",1,5454
13,1,9,917.3507342,11,51,1,"1","1","M","Broker","C","House","high","blue","1",0,5455
0,2,1,981.8199083,16,38,1,"0","0","M","Broker","A","House","medium","red","2",1,5456
11,2,0,901.0215747,16,38,1,"0","0","M","Broker","C","Condo","high","blue","8",0,5457
17,2,0,943.7017812,29,60,1,"0","0","F","Broker","A","Condo","medium","white","8",0,5458
13,2,1,869.3657537,18,57,1,"0","1","F","Broker","B","House","high","red","8",0,5459
17,4,0,995.7674492,13,55,1,"0","0","F","Broker","C","House","high","red","8",0,5460
13,1,1,922.1264235,12,40,1,"0","1","M","Broker","A","Tenant","high","white","9",1,5461
15,3,2,987.2433237,13,40,1,"0","1","M","Broker","C","House","high","red","5",0,5462
13,3,3,892.3957248,20,37,1,"0","1","M","Broker","C","Tenant","low","white","8",0,5463
10,1,3,975.2287884,17,69,1,"0","1","F","Broker","C","House","low","red","8",0,5464
14,4,1,800.4782261,9,44,1,"0","1","M","Phone","C","House","high","red","9",0,5465
19,3,1,877.1758266,9,58,1,"1","1","M","Broker","C","House","low","white","1",0,5467
17,7,2,780.0528542,13,48,1,"0","1","F","Phone","A","Tenant","high","blue","2",0,5468
16,2,0,974.0966867,14,53,1,"0","0","F","Phone","C","House","high","red","8",0,5469
12,4,3,861.8816891,13,38,1,"0","1","M","Phone","B","House","high","red","1",0,5470
27,3,0,910.5677448,15,60,1,"0","1","M","Broker","C","House","high","red","8",0,5471
4,1,0,905.4209698,16,24,1,"0","0","M","Broker","B","House","medium","white","1",0,5472
15,2,2,958.1969869,12,49,1,"1","1","F","Broker","A","House","high","white","5",0,5473
15,1,0,978.828295,21,58,1,"0","1","F","Phone","C","House","low","red","8",1,5474
7,2,10,877.8486944,12,39,1,"1","1","M","Phone","B","Tenant","high","white","8",1,5475
17,1,0,905.3902478,21,51,1,"1","1","M","Phone","C","House","medium","blue","5",0,5476
13,4,0,913.3468066,15,51,1,"0","1","M","Broker","C","House","low","blue","8",0,5477
17,4,2,998.9669168,12,39,1,"0","1","F","Broker","C","House","high","white","2",0,5478
11,1,0,875.2087269,17,97,1,"0","1","M","Phone","B","House","medium","red","8",0,5479
5,1,2,790.8334832,9,42,1,"1","1","M","Broker","B","Tenant","high","blue","9",0,5480
13,3,0,896.6364179,20,54,1,"0","1","F","Broker","B","House","medium","red","5",0,5481
4,2,0,892.0106479,26,22,1,"0","1","F","Online","C","House","medium","red","5",1,5482
22,5,0,979.9869407,15,48,1,"0","0","F","Online","B","Condo","low","red","9",1,5483
4,1,4,845.8835294,16,32,1,"1","1","M","Phone","B","House","high","red","8",0,5484
13,2,0,960.5690815,12,56,1,"0","1","M","Broker","A","House","medium","white","5",0,5485
2,4,1,995.0177741,15,31,1,"0","1","F","Broker","B","House","low","white","8",0,5486
9,1,0,802.2028075,12,34,1,"0","1","F","Phone","A","House","high","white","8",0,5487
13,1,4,859.0213746,14,61,1,"0","1","M","Broker","A","House","high","white","1",0,5488
19,2,0,906.6968654,8,42,1,"0","0","F","Broker","C","House","medium","white","8",1,5489
14,3,2,943.4129223,19,58,1,"1","1","M","Broker","C","House","high","red","5",0,5490
17,4,3,808.3903406,13,52,1,"0","1","M","Broker","A","House","medium","yellow","8",0,5491
10,4,2,933.4341163,10,59,1,"0","1","F","Broker","A","House","high","white","8",0,5492
15,3,0,919.3665314,12,41,1,"0","1","F","Phone","A","Tenant","high","red","8",0,5493
8,2,0,888.3751202,14,30,1,"1","0","F","Broker","B","House","high","red","9",0,5494
16,7,0,1024.068336,18,43,1,"0","0","F","Broker","B","Tenant","medium","white","5",0,5495
16,1,0,830.2503017,19,60,1,"0","0","M","Online","B","Condo","low","white","8",1,5496
15,4,2,819.8080245,10,41,1,"0","1","M","Phone","C","Condo","medium","white","8",0,5497
16,1,1,922.7557949,14,46,1,"0","1","F","Broker","A","Tenant","high","red","5",0,5498
9,1,0,861.033508,17,45,1,"0","0","M","Broker","C","House","medium","red","8",1,5499
4,1,7,890.5661981,14,31,1,"0","1","M","Online","A","Condo","high","white","2",0,5500
15,1,0,1009.102527,20,52,1,"0","1","F","Phone","B","House","low","blue","9",0,5501
18,3,1,886.833936,17,47,1,"0","1","M","Phone","C","House","high","white","1",0,5502
5,3,9,957.0150521,12,35,1,"0","1","M","Broker","C","Condo","high","red","5",0,5503
3,2,2,1044.529619,14,22,1,"0","1","F","Online","B","House","low","white","8",1,5504
14,1,0,972.3373728,14,46,1,"1","0","M","Phone","C","House","medium","yellow","1",0,5505
1,1,1,941.7542104,3.465447001,32,1,"0","1","F","Broker","C","Condo","high","white","2",0,5506
3,3,7,927.9501115,17,34,1,"1","1","F","Phone","A","Tenant","high","red","8",0,5507
21,1,2,914.4218318,18,46,1,"0","1","M","Broker","A","Tenant","high","blue","5",0,5508
20,1,0,938.6822802,21,45,1,"1","0","F","Broker","C","House","high","red","8",0,5509
8,3,3,805.2928502,18,51,1,"1","1","M","Broker","A","House","medium","white","1",0,5510
5,1,2,846.0459923,13,28,1,"0","1","F","Phone","C","House","high","white","5",0,5511
14,1,4,868.9195422,16,43,1,"0","1","M","Broker","C","Tenant","high","white","8",0,5512
15,4,1,803.2676307,14,37,1,"0","1","F","Broker","A","Tenant","low","white","5",1,5513
16,5,1,906.2124617,20,48,1,"0","1","M","Broker","C","House","low","red","5",0,5514
5,1,1,844.4196698,10,36,1,"1","0","M","Phone","C","House","high","white","8",0,5515
6,2,4,930.4761574,11,34,1,"0","1","F","Broker","B","House","high","blue","9",0,5516
13,2,0,993.681078,13,44,1,"0","1","M","Broker","B","House","high","white","8",0,5517
6,4,5,890.8941637,15,35,1,"0","1","M","Phone","C","House","high","red","9",1,5518
17,5,0,926.5583167,11,43,1,"0","1","F","Broker","B","House","high","white","8",0,5519
7,3,1,1002.22634,12,33,1,"0","1","F","Broker","B","Tenant","medium","red","8",0,5520
14,1,0,979.800327,16,41,1,"1","1","M","Broker","B","House","high","red","5",0,5521
10,2,1,977.1947282,25,46,1,"0","1","M","Broker","B","Tenant","low","white","8",0,5522
4,1,0,851.327223,14,29,1,"0","1","F","Phone","B","House","medium","red","5",0,5523
7,1,1,974.9024542,11,36,1,"1","1","F","Phone","A","House","high","blue","8",1,5524
10,2,2,864.7058245,15,63,1,"1","1","M","Broker","B","House","high","white","8",0,5525
17,4,8,938.2537797,15,39,1,"0","1","F","Phone","B","House","medium","white","8",0,5526
28,3,0,938.3559681,14,50,1,"1","0","F","Phone","B","Tenant","high","white","8",0,5527
17,3,2,861.7104987,22,38,1,"0","1","M","Broker","C","Condo","low","red","8",1,5528
12,1,0,971.9332309,20,53,1,"0","0","F","Phone","B","House","high","white","5",0,5529
14,1,0,843.1660182,15,47,1,"0","0","M","Broker","C","Condo","low","white","1",0,5530
3,1,0,981.2290849,16,23,1,"0","1","F","Online","C","Condo","medium","red","8",0,5531
20,1,1,772.3880057,15,42,1,"0","1","F","Broker","A","House","medium","red","8",0,5532
18,2,2,961.6668762,16,43,1,"0","1","M","Broker","A","House","high","red","2",0,5533
8,2,1,965.4945766,20,28,1,"0","1","M","Broker","A","Tenant","high","blue","1",0,5534
6,1,0,822.61913,15,26,1,"1","0","M","Broker","A","Condo","high","yellow","8",0,5535
14,1,0,814.509254,20,46,1,"0","1","F","Phone","C","Tenant","medium","blue","5",0,5536
14,1,3,953.1439717,13,43,1,"0","1","M","Phone","C","House","high","blue","9",0,5537
15,1,6,908.7199414,15,53,1,"0","1","M","Broker","B","Tenant","medium","white","8",0,5538
0,1,0,1030.717147,15,37,1,"0","1","M","Broker","B","House","high","red","9",0,5539
9,1,0,880.3783781,17,52,1,"0","0","M","Online","A","House","high","white","9",0,5540
13,1,1,961.595831,11,68,1,"0","0","M","Online","C","House","high","white","1",0,5541
8,2,0,945.8559697,18,42,1,"0","0","M","Phone","A","Tenant","medium","red","8",0,5542
8,2,0,946.2389929,16,38,1,"0","0","F","Phone","A","Condo","high","red","5",0,5543
15,2,1,968.0501689,19,55,1,"1","1","F","Broker","C","Condo","high","blue","5",0,5544
13,1,6,862.425271,6,50,1,"0","1","M","Broker","B","House","medium","red","2",1,5545
8,2,5,795.1901195,20,34,1,"0","1","M","Broker","C","House","medium","blue","5",1,5546
5,1,0,842.1063951,17,29,1,"0","1","F","Broker","A","House","low","yellow","8",1,5547
0,1,1,933.1834905,17,26,1,"1","1","M","Broker","C","House","medium","white","8",0,5548
10,5,0,1000.722304,8,30,1,"1","1","M","Phone","C","Condo","high","blue","8",0,5549
13,2,2,905.9674329,47.05118671,38,1,"1","0","M","Phone","C","House","high","red","1",0,5550
11,3,0,857.4515267,14,46,1,"0","1","M","Broker","B","House","high","white","8",0,5551
3,1,1,978.240586,14,30,1,"0","0","F","Broker","C","House","low","white","8",1,5552
16,2,3,897.6799947,15,45,1,"1","1","M","Broker","B","House","high","yellow","5",0,5553
15,1,0,912.4594173,18,43,1,"0","1","F","Broker","C","Condo","high","white","9",0,5554
17,2,0,946.3286151,18,50,1,"0","1","M","Online","C","Condo","medium","blue","8",0,5555
3,2,0,932.9094046,16,33,1,"0","1","F","Broker","C","House","high","red","8",0,5556
0,3,5,968.3817377,13,24,1,"1","1","F","Online","A","House","high","yellow","8",0,5557
13,1,0,862.5106384,8,53,1,"0","0","F","Phone","A","House","high","yellow","8",0,5558
18,3,1,856.7808987,15,62,1,"0","1","M","Broker","A","House","low","white","8",0,5559
6,1,0,906.1712991,14,43,1,"1","1","F","Broker","A","House","high","white","8",0,5560
3,2,1,950.4305502,22,31,1,"0","0","M","Broker","C","House","high","red","8",0,5561
5,2,0,785.740415,10,34,1,"0","0","F","Broker","C","Tenant","medium","yellow","5",0,5562
16,3,1,871.4610011,10,57,1,"0","0","F","Broker","B","House","high","blue","8",1,5563
5,2,1,950.8030545,11,34,1,"0","1","M","Broker","B","Tenant","high","white","1",0,5564
9,1,1,999.6061125,10,41,1,"0","1","M","Broker","C","House","low","blue","8",0,5565
11,2,2,1000.158922,14,48,1,"1","1","F","Broker","C","Condo","low","blue","8",0,5566
14,1,5,919.6247108,17,45,1,"0","1","F","Broker","A","Condo","low","white","8",0,5567
11,5,9,864.0252374,12,56,1,"0","1","F","Broker","A","House","high","white","5",1,5568
15,3,0,918.9679367,16,43,1,"0","0","F","Phone","A","House","high","yellow","1",0,5569
13,4,8,911.092637,10,51,1,"0","1","M","Broker","C","House","medium","white","5",0,5570
16,2,1,945.3472441,13,46,1,"0","1","F","Online","A","House","high","white","9",0,5571
11,1,0,970.6192489,17,47,1,"0","0","M","Phone","C","House","high","white","5",0,5572
22,3,1,1003.582613,15,55,1,"0","1","M","Broker","B","House","high","white","8",0,5573
13,1,4,799.2924963,14,40,1,"0","1","F","Phone","C","Tenant","high","yellow","5",0,5574
15,1,10,935.8059907,16,41,1,"1","1","F","Broker","A","Condo","high","red","2",0,5575
4,2,4,970.503867,15,29,1,"0","1","M","Broker","C","House","medium","yellow","5",1,5576
5,1,1,686.3593226,10,34,1,"0","1","F","Broker","B","Condo","medium","white","8",0,5577
12,2,1,975.3787781,17,45,1,"0","1","F","Online","B","House","low","white","5",0,5578
7,1,0,1045.026516,17,54,1,"0","1","F","Broker","B","House","medium","red","5",0,5579
18,2,6,907.1472361,18,47,1,"0","1","F","Phone","A","House","medium","red","8",0,5580
16,3,0,916.7772624,13,48,1,"0","0","M","Phone","C","House","low","blue","8",1,5581
3,1,0,903.8135253,10,34,1,"1","1","F","Broker","C","Condo","high","blue","8",0,5582
20,1,2,845.041623,12,60,1,"0","1","M","Phone","A","House","high","red","1",1,5583
15,3,5,914.6865901,9,58,1,"0","1","F","Phone","A","House","high","white","8",0,5584
5,2,0,1096.863019,13,35,1,"0","1","F","Broker","C","House","high","red","1",0,5585
17,2,0,980.4367298,18,41,1,"0","1","M","Online","C","Tenant","low","blue","5",0,5586
14,1,7,856.7444655,16,44,1,"0","1","M","Broker","C","Condo","high","white","8",0,5587
12,2,6,880.002887,17,31,1,"0","1","M","Broker","C","Condo","high","white","2",0,5588
0,2,0,952.7451712,19,25,1,"0","1","F","Phone","A","Condo","low","blue","8",1,5589
13,3,4,955.3968842,18,47,1,"0","1","M","Broker","B","House","low","red","5",0,5590
10,3,5,789.9628968,15,53,1,"0","1","F","Broker","C","House","high","red","8",0,5591
7,3,1,897.0221426,18,30,1,"0","0","F","Phone","C","Tenant","medium","white","9",0,5592
20,1,0,923.4246226,11,44,1,"0","1","F","Phone","A","House","high","blue","8",0,5593
12,1,0,836.433649,13,49,1,"0","1","F","Broker","A","Condo","medium","red","8",0,5594
9,3,5,952.5582193,17,33,1,"0","1","M","Broker","A","House","high","blue","5",0,5595
19,5,2,877.8037578,14,46,1,"0","1","M","Phone","B","Condo","low","blue","8",1,5596
14,2,4,879.7949983,19,78,1,"0","1","M","Broker","A","House","high","blue","1",0,5597
14,1,0,895.8869173,15,42,1,"1","0","M","Broker","A","House","high","white","8",0,5598
14,3,3,928.9881595,18,61,1,"0","1","F","Phone","C","House","high","white","1",0,5599
17,4,2,840.3869493,16,65,1,"0","1","M","Broker","A","House","high","blue","5",0,5600
18,1,2,790.7999563,20,49,1,"0","1","M","Broker","A","Condo","low","white","8",0,5601
4,3,2,961.7720508,14,32,1,"0","1","M","Broker","C","Condo","high","yellow","1",0,5602
15,1,2,803.087565,16,44,1,"1","0","M","Phone","A","House","high","blue","2",1,5603
20,2,5,999.1789282,12,43,1,"1","1","M","Online","C","Tenant","medium","white","9",1,5604
7,1,0,863.6791135,12,31,1,"0","1","M","Phone","A","House","low","red","8",1,5605
17,1,4,928.6912219,17,42,1,"0","1","M","Phone","B","Tenant","high","white","5",0,5606
15,3,1,947.5383448,28,71,1,"1","1","M","Broker","A","House","low","white","8",0,5607
11,4,0,857.1994095,11,59,1,"0","0","F","Phone","A","House","high","blue","5",0,5608
10,3,1,868.036331,12,56,1,"0","1","F","Broker","A","House","medium","red","8",0,5609
3,1,2,917.3443905,15,32,1,"0","1","F","Broker","B","House","high","white","8",0,5610
23,2,1,845.3819333,17,41,1,"0","1","F","Broker","B","House","high","white","5",0,5611
22,1,9,997.6294177,20,62,1,"0","1","M","Broker","B","House","high","white","8",0,5612
13,3,0,849.8819562,17,43,1,"0","0","M","Broker","C","Condo","medium","white","8",0,5613
14,1,2,831.4417533,22,42,1,"0","1","M","Broker","B","Condo","high","red","5",0,5614
6,1,0,1015.810254,14,34,1,"1","1","M","Broker","C","House","medium","white","8",0,5615
8,3,0,759.8657033,18,53,1,"0","0","F","Broker","C","Condo","high","red","1",0,5616
11,2,6,960.7722687,20,60,1,"0","1","M","Online","C","House","low","red","5",1,5617
17,2,8,1011.249806,8,44,1,"0","1","M","Broker","A","House","medium","white","1",0,5618
4,3,0,966.5513623,24,22,1,"0","1","M","Online","C","House","medium","red","8",0,5619
17,3,8,779.6461146,16,46,1,"0","1","M","Broker","A","Tenant","high","blue","5",1,5620
16,1,1,924.5949975,9,50,1,"1","1","M","Broker","B","Tenant","medium","blue","5",0,5621
11,2,5,780.9032721,12,49,1,"0","1","F","Phone","A","House","high","blue","8",0,5622
20,3,0,890.1645228,15,40,1,"1","0","M","Broker","A","House","low","red","8",0,5623
6,1,0,915.5031824,10,35,1,"0","1","M","Phone","C","House","high","white","9",0,5624
17,3,1,785.6332391,11,49,1,"0","1","F","Broker","C","Condo","high","white","1",0,5625
20,1,0,813.4020945,16,53,1,"1","1","F","Broker","C","House","high","red","8",0,5626
13,3,2,811.8265883,13,46,1,"0","1","M","Broker","A","House","low","red","1",1,5627
3,2,1,845.965264,17,27,1,"0","1","M","Phone","B","House","high","blue","2",1,5628
13,2,2,996.7289257,17,59,1,"0","1","F","Broker","C","House","medium","white","1",0,5629
17,5,0,930.9956534,16,42,1,"0","0","F","Broker","B","Condo","high","red","8",0,5630
19,1,2,912.5114829,17,41,1,"0","1","M","Phone","A","Condo","medium","red","5",0,5631
16,1,1,780.1339189,13,41,1,"0","1","F","Broker","C","House","high","red","8",0,5632
15,1,1,839.4859818,16,47,1,"0","1","F","Phone","B","House","medium","red","1",0,5633
3,3,5,838.2551167,18,35,1,"0","1","M","Broker","A","House","low","yellow","8",0,5634
17,1,0,948.8991927,18,55,1,"0","1","F","Broker","C","House","high","white","5",0,5635
0,1,2,942.0818281,17,22,1,"1","0","F","Phone","A","Condo","high","white","9",0,5636
18,1,1,799.0533051,14,46,1,"0","1","F","Phone","B","House","high","blue","1",0,5637
0,2,1,846.8940755,22,22,1,"0","0","F","Broker","A","Condo","medium","white","8",0,5638
12,2,1,886.8657879,16,49,1,"0","1","F","Broker","B","House","high","blue","8",0,5639
18,1,2,911.6778119,12,54,1,"0","1","F","Online","A","House","high","red","5",0,5640
3,1,1,960.5785823,18,35,1,"0","0","M","Phone","A","Tenant","low","white","5",1,5641
17,3,1,873.8960332,7,44,1,"0","1","M","Broker","A","Condo","high","white","8",0,5642
