tenure,claim.ind,n.adults,n.children,ni.gender,ni.marital.status,premium,sales.channel,coverage.type,dwelling.type,len.at.res,credit,house.color,ni.age,year,zip.code,cancel,id
19,1,2,0,M,0,938.6758969,Broker,C,House,16,medium,blue,49,2016,98001,0,6372
6,0,3,4,M,1,930.3338625,Broker,A,Condo,14,high,red,33,2016,80005,0,6373
10,1,1,0,M,1,899.322018,Broker,A,House,17,high,red,47,2016,50001,0,6374
19,0,2,1,F,1,812.1998519,Broker,A,House,21,medium,red,47,2016,85082,0,6375
14,0,2,3,M,1,879.1560392,Broker,B,House,12,high,blue,52,2016,50037,0,6376
12,1,1,5,F,1,1068.714737,Phone,A,Condo,17,low,blue,63,2016,50047,0,6377
19,1,6,3,F,1,872.0770992,Broker,A,Tenant,13,high,blue,46,2016,85039,0,6378
11,0,3,3,F,1,837.1578345,Online,B,Tenant,12,high,blue,42,2016,50025,0,6379
20,0,2,2,M,1,863.2891802,Broker,A,House,18,medium,red,63,2016,80012,0,6380
0,0,1,2,M,1,949.7644314,Broker,B,House,19,high,white,25,2016,50040,0,6381
9,0,4,4,F,1,953.4943088,Broker,A,House,12,high,red,37,2016,98012,0,6382
20,0,1,0,M,1,855.3762977,Broker,A,House,11,high,white,70,2016,98021,0,6383
11,0,3,1,F,0,901.036349,Broker,A,House,16,high,red,51,2016,98033,0,6384
16,1,3,2,F,1,910.2190883,Phone,C,House,18,medium,red,62,2016,15009,0,6385
15,0,1,0,F,0,927.6531711,Phone,C,House,14,high,red,40,2016,85077,1,6387
17,1,3,4,F,1,860.9302372,Phone,C,Condo,11,high,blue,61,2016,50054,0,6388
4,0,1,2,F,1,811.1541506,Broker,B,Tenant,15,low,red,25,2016,85048,0,6389
11,0,2,0,F,0,773.8817329,Broker,A,House,19,low,blue,44,2016,50012,0,6390
15,0,3,1,M,1,844.0253514,Phone,A,Condo,20,high,white,52,2016,98033,0,6391
2,0,4,8,M,1,935.6345947,Online,A,Tenant,18,high,blue,23,2016,15001,1,6392
11,0,1,2,M,1,1014.97894,Online,B,House,18,high,blue,38,2016,80007,1,6393
16,0,1,5,F,1,844.6077593,Broker,C,Condo,27,high,blue,45,2016,50047,1,6394
3,0,2,0,F,0,930.8443107,Phone,C,Tenant,19,medium,white,28,2016,80017,0,6395
17,1,2,0,F,1,702.125283,Broker,C,House,13,medium,white,70,2016,50013,0,6396
10,0,2,3,M,1,892.9866668,Online,B,Condo,16,medium,yellow,39,2016,85008,0,6397
14,0,1,0,M,0,814.2769781,Online,B,House,20,high,white,59,2016,50047,1,6398
10,0,2,0,F,0,938.4335635,Broker,C,Condo,21,high,yellow,40,2016,50056,0,6399
18,1,2,1,F,1,854.548921,Broker,A,Tenant,21,high,red,47,2016,80028,0,6400
4,0,3,5,M,1,957.2041847,Phone,A,House,11,low,red,29,2016,98015,1,6401
14,0,5,0,F,1,1057.241362,Broker,A,Tenant,7,high,white,42,2016,85033,0,6402
7,0,1,3,F,1,995.9362226,Broker,C,House,19,medium,yellow,31,2016,15046,0,6403
14,0,1,8,F,1,981.6036435,Online,A,Condo,16,low,red,46,2016,80041,0,6404
9,0,4,3,F,1,834.5633026,Phone,A,Tenant,14,medium,white,42,2016,50001,0,6405
15,0,3,0,F,0,917.4760734,Broker,B,Condo,10,medium,blue,45,2016,85082,0,6406
9,0,1,0,F,0,852.1879232,Broker,A,House,10,medium,white,27,2016,50012,1,6407
19,0,1,2,M,1,898.5791158,Phone,A,Condo,44.31999674,high,white,41,2016,50041,0,6408
13,1,2,2,F,0,951.2303012,Broker,C,Condo,16,medium,white,48,2016,15025,-1,6409
13,0,2,3,F,1,823.4621971,Broker,C,Tenant,18,medium,blue,39,2016,80007,0,6410
15,0,2,0,M,0,829.6634937,Broker,B,Tenant,13,medium,red,50,2016,50043,0,6411
19,0,1,2,F,1,801.8364825,Phone,B,Tenant,22,high,white,44,2016,15017,0,6412
16,1,1,0,F,1,906.6937364,Broker,B,House,12,high,white,46,2016,50058,0,6413
3,0,2,2,F,1,785.4211048,Broker,C,House,12,high,white,32,2016,50059,0,6414
9,0,4,1,F,1,931.8447113,Broker,C,House,10,high,blue,42,2016,15001,0,6415
10,1,2,0,M,1,855.0237425,Phone,C,Tenant,9,high,white,49,2016,50040,0,6416
19,0,1,0,M,1,986.5336771,Phone,C,Tenant,13,high,white,41,2016,80022,0,6417
11,0,2,0,F,1,873.4860395,Phone,A,Condo,16,low,white,50,2016,85068,0,6418
14,0,1,0,F,0,845.0292133,Phone,C,House,18,medium,red,44,2016,50022,1,6419
15,1,2,2,F,1,878.5739515,Phone,A,House,14,high,white,55,2016,15001,0,6420
18,0,1,0,F,0,887.7968715,Broker,A,House,8,high,red,58,2016,85077,0,6421
13,1,1,0,F,0,889.5403778,Broker,B,House,20,high,red,44,2016,15010,0,6422
8,0,2,1,F,1,918.281767,Phone,B,House,12,medium,blue,26,2016,15052,1,6423
5,0,1,0,M,0,888.958389,Online,C,House,14,high,red,24,2016,15009,0,6424
16,0,3,8,M,1,893.6856948,Broker,A,Condo,8,high,red,54,2016,50041,1,6425
21,0,5,0,M,0,748.1213436,Phone,A,House,18,medium,yellow,42,2016,15055,0,6426
3,0,4,0,M,1,839.5604469,Online,A,House,12,high,yellow,35,2016,50048,0,6427
4,1,3,4,M,1,836.8409902,Phone,A,House,12,low,red,33,2016,85021,0,6428
17,0,4,2,M,1,758.3608523,Phone,B,Condo,13,medium,blue,49,2016,98004,1,6429
14,0,1,0,F,0,967.1327332,Broker,C,House,16,medium,blue,37,2016,15010,0,6430
20,0,1,0,M,0,910.1257494,Broker,A,House,17,medium,white,59,2016,50051,0,6431
3,0,1,1,F,1,957.46045,Broker,B,Tenant,13,low,white,25,2016,50056,0,6432
14,1,3,8,F,1,858.7049899,Phone,A,Tenant,17,high,red,67,2016,50027,0,6433
18,0,2,0,M,0,1014.233654,Broker,C,Tenant,9,high,white,48,2016,80109,0,6434
18,0,3,2,F,1,904.4413373,Broker,C,Tenant,12,high,red,50,2016,85020,0,6435
15,0,2,4,F,1,835.3493565,Phone,A,House,15,medium,blue,53,2016,98027,1,6436
10,0,2,11,F,1,960.843716,Broker,C,House,12,medium,red,55,2016,50039,0,6437
4,0,1,0,F,1,884.7709239,Broker,B,Condo,10,medium,red,25,2016,50028,0,6438
15,1,1,3,F,1,859.3677604,Phone,C,House,14,high,red,51,2016,98031,1,6439
13,0,5,0,M,0,846.3744623,Broker,A,House,15,high,white,46,2016,85065,0,6440
9,0,1,0,M,1,961.7257157,Phone,A,House,12,high,yellow,60,2016,85070,1,6441
3,0,1,1,F,0,896.5283576,Broker,C,Tenant,15,high,blue,33,2016,98028,1,6442
19,0,1,0,M,1,875.6593492,Broker,C,Condo,11,medium,yellow,40,2016,50001,0,6443
18,0,2,1,F,0,901.7978642,Phone,A,Tenant,14,medium,blue,37,2016,15012,0,6444
19,0,5,3,F,1,873.0557104,Broker,A,House,14,high,red,41,2016,50052,0,6445
19,0,2,0,F,1,855.8308162,Broker,B,House,17,high,red,37,2016,50011,0,6446
15,0,2,4,F,1,695.4097895,Phone,B,Condo,7.523544673,high,blue,48,2016,50020,1,6447
9,0,2,0,M,0,804.2833731,Broker,A,House,13,low,white,33,2016,98032,0,6448
16,0,2,0,F,0,836.8947281,Broker,A,House,16,high,white,56,2016,80015,0,6449
17,0,1,0,F,0,886.2918586,Broker,C,Tenant,16,high,red,38,2016,50049,0,6450
11,1,3,0,F,0,891.8589116,Broker,NA,House,19,high,blue,39,2016,50002,0,6451
16,0,2,0,M,0,898.0706761,Broker,C,House,11,low,blue,45,2016,85021,1,6452
15,1,2,0,F,1,951.1145438,Broker,B,Condo,17,medium,blue,37,2016,85077,0,6453
9,1,1,0,F,1,856.7831289,Broker,B,House,14,low,white,29,2016,98022,0,6454
21,0,3,0,F,1,1062.294772,Broker,A,House,16,low,white,48,2016,15020,0,6455
10,0,4,0,M,1,788.2127889,Phone,C,Condo,23,medium,blue,65,2016,98022,0,6456
7,0,2,0,M,0,764.6607867,Phone,B,Condo,18,low,white,35,2016,80045,0,6457
10,0,1,0,M,0,995.4015252,Phone,A,Condo,23,high,white,42,2016,98013,0,6458
7,0,4,0,F,1,1050.229092,Broker,B,Tenant,17,high,yellow,26,2016,50039,0,6459
0,1,4,0,F,1,1020.807268,Online,B,House,16,medium,white,24,2016,80020,0,6460
18,1,1,0,F,0,847.9766649,Broker,A,House,13,high,blue,51,2016,15060,0,6461
14,0,1,0,M,1,829.0694603,Phone,A,Tenant,15,medium,blue,37,2016,85078,0,6462
16,0,1,5,F,1,1025.700963,Online,A,Tenant,13,high,red,62,2016,80024,0,6463
18,0,1,0,M,0,1038.788444,Phone,A,Tenant,14,high,red,44,2016,50009,1,6464
7,0,3,1,M,1,957.4352392,Broker,C,House,10,medium,blue,64,2016,80041,0,6465
13,0,4,2,M,1,927.1608623,Online,C,House,10,high,red,45,2016,80028,0,6466
12,1,3,3,F,1,876.3271818,Broker,C,House,19,high,blue,44,2016,80014,1,6467
15,0,2,0,M,0,967.6728727,Broker,B,House,18,high,red,55,2016,15015,0,6468
12,0,1,1,M,1,831.0003431,Broker,A,Condo,19,low,blue,37,2016,98022,1,6469
10,0,2,1,F,0,806.5647975,Broker,B,House,14,high,white,40,2016,85014,0,6470
14,0,1,3,F,1,875.1321889,Phone,C,House,6,high,blue,46,2016,98015,0,6471
5,0,1,4,F,1,971.4275287,Phone,A,House,9,low,white,26,2016,50040,0,6472
11,1,1,1,M,1,930.7972045,Broker,C,Condo,18,high,white,53,2016,80011,0,6473
8,0,7,10,F,1,996.4282238,Broker,C,Condo,18,medium,white,50,2016,15009,1,6474
23,0,6,5,M,1,1003.823573,Broker,C,House,20,low,blue,59,2016,50001,0,6475
10,0,1,1,F,0,951.5073121,Phone,C,Tenant,18,high,yellow,34,2016,80026,0,6476
6,0,3,1,M,1,851.6124694,Online,B,Tenant,9,low,blue,24,2016,50025,1,6477
15,1,2,0,F,1,969.1368903,Phone,A,House,14,high,blue,55,2016,15035,0,6478
11,1,2,4,F,1,879.7277186,Broker,A,House,14,low,red,49,2016,50011,0,6479
14,0,2,1,M,1,966.8904066,Broker,C,Condo,19,high,blue,37,2016,98024,0,6480
15,0,2,3,F,1,768.1336693,Phone,C,Tenant,12,high,white,40,2016,50001,1,6481
18,1,1,0,F,0,930.2622454,Phone,B,House,9,high,red,51,2016,20119,1,6482
14,0,6,3,F,1,973.9615434,Broker,A,House,11,high,white,39,2016,15031,0,6483
3,0,2,0,F,0,814.2191021,Broker,C,Tenant,18,high,white,32,2016,85004,0,6484
19,0,7,0,F,0,982.3688465,Online,C,House,13,high,white,41,2016,15053,0,6485
5,0,2,0,F,1,1094.735413,Broker,A,House,18,low,yellow,30,2016,98004,1,6486
2,0,2,0,F,0,978.7600567,Broker,C,House,12,high,white,33,2016,98032,1,6487
0,0,2,1,F,0,917.3334596,Phone,B,Condo,13,high,blue,23,2016,50049,0,6488
9,0,2,0,F,1,817.765109,Broker,C,House,21,low,white,58,2016,20149,0,6489
3,0,1,0,M,0,777.1548716,Phone,C,House,12,low,red,27,2016,85039,1,6490
15,1,1,1,M,0,942.0511727,Phone,A,House,13,high,white,41,2016,80023,0,6491
3,0,1,4,F,1,983.9136459,Phone,A,House,22,high,red,33,2016,85033,0,6492
18,0,1,6,M,1,1044.909723,Broker,A,House,13,high,white,47,2016,50046,0,6493
14,0,2,0,M,0,855.8529402,Broker,A,House,22,medium,blue,66,2016,50013,0,6494
14,0,1,0,F,1,1068.240135,Phone,A,House,11,low,red,58,2016,20107,0,6495
23,0,1,2,M,1,904.2291559,Phone,A,House,16,high,white,41,2016,85068,1,6496
9,0,2,0,M,0,1011.159821,Broker,C,Condo,18,medium,red,30,2016,80035,0,6497
10,0,1,1,M,0,942.5985176,Broker,B,Tenant,16,high,red,44,2016,50027,0,6498
7,0,4,5,F,1,867.7726662,Broker,C,House,17,high,blue,47,2016,98031,0,6499
5,0,1,2,M,1,891.4501135,Broker,C,Condo,17,high,red,32,2016,15032,0,6500
11,0,1,4,M,1,978.7081825,Phone,A,House,12,high,blue,37,2016,98033,0,6501
17,0,1,3,M,1,864.6211466,Broker,C,House,18,high,white,51,2016,50038,0,6502
12,0,5,0,F,0,875.8633777,Broker,C,House,17,high,red,64,2016,80014,0,6503
1,0,2,0,F,0,968.1729753,Phone,C,Condo,12,high,blue,26,2016,50013,0,6504
18,0,4,0,M,1,938.218876,Phone,C,House,9,high,blue,47,2016,85077,0,6505
4,1,1,2,F,1,929.7054266,Broker,B,Condo,19,medium,red,36,2016,85026,0,6506
19,0,2,1,F,1,751.1198345,Broker,A,Condo,6.929691594,low,blue,37,2016,98033,0,6507
15,1,3,1,M,1,954.9451475,Phone,C,Tenant,14,medium,yellow,43,2016,85077,0,6508
7,0,2,6,M,1,853.2234768,Broker,B,House,9,high,white,59,2016,50008,0,6509
11,1,4,0,F,0,1163.247201,Broker,A,Tenant,19,high,white,48,2016,20129,0,6510
15,0,1,1,M,1,910.6077608,Broker,A,House,15,high,white,53,2016,80003,0,6511
2,0,3,1,F,1,917.1209614,Phone,B,Condo,10,high,white,32,2016,80028,0,6512
15,0,1,2,F,1,862.5998554,Broker,B,House,8,medium,red,41,2016,50013,0,6513
6,0,5,0,F,0,980.5259661,Broker,C,Tenant,20,medium,white,30,2016,98004,0,6514
20,0,3,3,F,1,872.4323933,Broker,C,Tenant,14,high,blue,45,2016,50011,0,6515
2,1,4,2,M,1,807.457694,Online,A,House,14,medium,white,22,2016,80026,0,6516
9,0,3,1,F,1,886.5083283,Phone,A,House,20,high,red,48,2016,15001,0,6517
9,0,5,0,M,0,991.0239102,Phone,B,House,17,medium,red,32,2016,15001,0,6518
15,1,2,6,M,1,978.7220388,Broker,A,House,15,high,red,57,2016,50043,0,6519
18,0,1,1,M,1,857.7779019,Online,A,Condo,12,high,blue,48,2016,85024,0,6520
11,0,4,2,F,1,934.6873332,Phone,C,House,14,high,blue,48,2016,85080,0,6521
1,1,1,1,M,0,952.9207397,Phone,B,House,11,high,blue,32,2016,50008,0,6522
21,0,1,6,M,1,971.8986107,Phone,C,House,12,high,yellow,52,2016,85006,1,6523
14,0,1,0,F,1,836.193504,Broker,A,House,19,high,white,61,2016,20129,0,6524
11,0,2,6,M,1,901.1934632,Phone,A,House,16,high,blue,46,2016,50009,1,6525
14,0,4,0,M,1,867.3586999,Broker,B,House,12,low,blue,52,2016,85070,0,6526
10,0,6,0,F,1,1024.969796,Broker,C,House,18,medium,red,48,2016,80020,1,6527
3,0,2,1,M,1,845.5597507,Phone,A,House,16,high,blue,28,2016,85007,1,6528
21,1,1,1,M,1,881.7759879,Broker,C,House,17,high,white,43,2016,85028,0,6529
3,1,1,3,F,1,984.4357015,Phone,A,House,11,low,white,36,2016,20148,0,6530
5,0,1,3,F,1,812.7364917,Broker,A,House,19,high,white,34,2016,50040,0,6531
12,0,2,1,F,1,857.7239165,Broker,C,Condo,7,low,red,49,2016,20119,0,6532
5,1,1,2,M,0,788.5865507,Broker,A,Tenant,14,medium,red,28,2016,98033,0,6533
9,0,1,0,F,0,981.1650258,Phone,A,House,18,high,white,41,2016,50057,0,6534
16,0,2,4,F,1,991.4310939,Broker,B,Condo,17,high,red,75,2016,98011,0,6535
14,0,2,5,M,1,890.4247394,Broker,A,House,14,high,white,51,2016,85001,0,6536
12,0,4,4,F,1,840.2200894,Phone,C,House,18,low,red,57,2016,80035,0,6537
22,0,2,0,F,0,869.4777022,Phone,A,House,16,high,blue,42,2016,85020,0,6538
0,0,3,4,F,1,1023.111784,Online,B,Tenant,17,low,blue,23,2016,98027,0,6539
3,0,2,0,M,0,949.4067887,Phone,C,House,9,low,blue,25,2016,15025,1,6540
8,0,1,0,F,0,1001.280025,Broker,B,House,14,high,white,55,2016,80024,0,6541
8,0,1,0,F,0,915.2374326,Phone,B,House,16,high,blue,26,2016,20110,1,6542
4,0,2,0,F,0,953.1695301,Broker,A,Condo,13,high,white,31,2016,85065,0,6543
9,0,4,1,F,0,1036.090017,Broker,A,Tenant,18,medium,red,42,2016,50013,0,6544
3,0,1,1,M,1,828.9854834,Phone,B,Condo,16,high,white,35,2016,80041,0,6545
4,0,4,1,F,1,866.9340674,Broker,B,House,14,high,red,35,2016,50001,0,6546
4,0,1,3,F,1,848.7823726,Broker,A,Condo,18,medium,blue,26,2016,15001,0,6547
3,0,3,0,F,1,1005.696199,Online,A,House,12,high,white,30,2016,50043,0,6548
18,0,1,6,F,1,836.7294893,Broker,C,Condo,17,high,blue,47,2016,15012,0,6549
19,0,2,1,M,1,945.5936118,Broker,A,Tenant,28.65732698,high,white,47,2016,20146,0,6550
19,1,1,3,F,1,787.0522233,Broker,C,House,13,high,white,60,2016,15010,-1,6551
19,1,1,5,F,1,792.1202764,Broker,A,Condo,19,medium,white,40,2016,85008,0,6552
3,1,1,0,M,1,782.5863058,Broker,B,Condo,13,high,white,32,2016,85026,0,6553
13,0,3,2,F,1,852.6238321,Phone,A,Condo,11,low,red,58,2016,50008,0,6554
17,0,2,0,M,0,877.0934886,Phone,C,Condo,17,high,red,48,2016,50001,0,6555
14,0,4,0,M,0,972.6956788,Online,B,House,13,high,red,47,2016,50022,1,6556
1,1,1,0,M,0,810.0895534,Broker,A,Condo,9,medium,red,28,2016,85016,0,6557
7,0,6,0,F,1,1025.854569,Broker,B,Tenant,10,high,red,32,2016,50054,0,6558
1,1,2,1,F,0,976.8614001,Phone,A,Condo,18,high,white,36,2016,50006,1,6559
20,0,3,0,F,0,866.5597058,Broker,A,House,16,high,blue,40,2016,50040,0,6560
9,0,1,0,M,1,907.0455229,Broker,A,Condo,12,low,yellow,38,2016,50020,0,6561
16,0,1,0,M,1,908.1857508,Phone,C,House,15,high,white,40,2016,50041,0,6562
12,0,1,0,M,1,946.8017048,Phone,A,House,20,high,red,38,2016,50048,0,6563
14,0,1,4,M,1,749.760056,Broker,A,Tenant,13,medium,white,50,2016,15017,0,6564
18,1,2,0,F,1,992.6540988,Phone,A,House,20,medium,red,55,2016,80012,1,6565
12,1,3,4,F,1,924.8113906,Phone,C,House,18,high,red,39,2016,15012,0,6566
5,1,2,2,F,1,808.6362035,Phone,A,Tenant,15,low,white,25,2016,80106,0,6567
1,0,1,0,F,1,1024.059212,Phone,A,Tenant,18,high,blue,25,2016,98035,0,6568
1,0,1,1,M,1,964.8341637,Online,C,Condo,14,low,white,23,2016,15037,0,6569
16,0,1,1,F,1,846.2881474,Phone,C,Tenant,14,medium,white,47,2016,80021,0,6570
5,0,2,3,M,1,879.3005484,Phone,C,House,18,high,blue,30,2016,85020,0,6571
20,0,1,2,F,1,900.2031709,Phone,B,House,12,high,yellow,46,2016,85014,0,6572
0,0,1,1,F,1,986.6957014,Online,C,House,9,high,red,22,2016,15060,0,6573
14,1,2,11,M,1,987.3725734,Broker,B,Condo,19,low,blue,49,2016,85078,0,6574
12,0,1,1,F,0,1009.059748,Broker,C,Condo,9,medium,white,47,2016,50009,1,6575
12,0,3,0,M,1,913.3573057,Phone,A,House,11,high,blue,37,2016,80005,0,6576
13,0,4,2,F,1,889.4261613,Phone,B,House,15,high,white,57,2016,85004,0,6577
5,0,1,0,F,1,795.3673858,Broker,A,House,9,medium,blue,36,2016,85073,0,6578
5,0,1,2,F,0,870.4901758,Broker,B,Tenant,8,high,white,32,2016,85039,0,6579
15,0,2,0,M,1,902.2651518,Phone,A,Tenant,12,medium,white,41,2016,50047,0,6580
5,0,1,1,M,1,959.1434435,Broker,C,Condo,12,low,blue,30,2016,85027,1,6581
2,1,1,0,F,1,755.6770369,Phone,B,Tenant,16,high,red,31,2016,80012,0,6582
14,1,1,1,M,1,1019.84122,Broker,C,House,13,low,blue,68,2016,20105,1,6583
5,0,2,2,M,1,823.318949,Phone,A,House,16,high,white,34,2016,50013,1,6584
14,0,2,0,F,0,963.0416191,Phone,C,House,16,high,white,41,2016,80001,1,6585
15,0,1,4,M,1,906.5171314,Phone,A,Condo,20,low,blue,59,2016,80026,0,6586
2,0,1,2,M,1,1055.159391,Phone,C,Condo,10,high,white,23,2016,85020,1,6587
21,0,1,1,M,1,881.2103269,Broker,B,House,11,high,yellow,50,2016,50025,0,6588
7,0,2,0,M,0,890.4654435,Phone,A,House,23,high,white,31,2016,85065,1,6589
19,0,1,0,M,0,819.6228104,Broker,A,House,13,low,red,53,2016,50009,0,6590
15,0,2,0,M,1,777.1632124,Phone,A,Condo,15,high,red,42,2016,50013,0,6591
2,1,1,0,M,0,852.531047,Online,C,Tenant,12,low,white,22,2016,20138,1,6592
22,0,3,0,M,0,1034.761918,Online,A,Condo,12,high,white,43,2016,80005,0,6593
20,1,1,2,M,1,918.3691257,Broker,A,Condo,24,high,white,45,2016,80021,0,6594
11,0,4,0,M,0,926.0672399,Phone,A,House,20,medium,white,52,2016,98033,1,6595
6,1,2,0,F,1,993.2800333,Broker,C,Tenant,16,high,blue,35,2016,85017,0,6596
5,1,1,1,F,1,936.6160386,Online,A,Condo,14,medium,white,29,2016,50041,0,6597
13,0,4,0,M,0,1029.039104,Phone,A,House,18,high,blue,45,2016,50049,0,6598
15,0,3,3,F,1,932.1089526,Phone,A,House,14,medium,yellow,59,2016,85014,1,6599
21,0,2,1,F,0,1019.123156,Broker,A,Condo,17,high,red,61,2016,50059,0,6600
17,0,3,0,M,1,831.9922936,Broker,B,Condo,19,medium,yellow,43,2016,50054,0,6601
19,0,2,1,F,1,870.2437077,Broker,A,House,13,high,blue,56,2016,15047,0,6602
0,1,7,3,M,1,959.8165809,Broker,C,House,14,low,white,38,2016,85077,1,6603
NA,0,2,0,F,0,886.8229173,Phone,B,House,12,high,white,56,2016,85068,0,6604
17,0,1,2,M,1,988.0356656,Phone,B,House,18,high,blue,64,2016,98015,0,6605
17,0,3,5,M,1,979.1845424,Broker,C,House,17,high,white,44,2016,98032,0,6606
5,1,1,1,F,1,913.8251886,Broker,A,House,13,medium,blue,34,2016,80045,0,6607
11,0,1,0,M,1,977.1927241,Broker,B,Condo,22,medium,white,38,2016,80001,0,6608
22,0,2,11,F,1,935.0249483,Broker,B,House,22,high,red,74,2016,85036,0,6609
3,0,2,2,M,1,1031.776037,Broker,B,Tenant,11,high,blue,35,2016,85040,0,6610
17,0,2,3,F,1,748.6794296,Phone,B,Condo,17,high,red,70,2016,85080,0,6611
3,0,2,0,F,0,842.9882959,Phone,A,Condo,15,high,red,25,2016,85078,0,6612
15,0,3,0,M,0,954.1154707,Online,C,House,16,high,yellow,41,2016,80012,0,6613
15,0,1,1,F,0,836.3329505,Broker,A,House,20,high,white,58,2016,15043,0,6614
21,0,3,3,F,1,909.5603357,Broker,C,House,15,low,blue,51,2016,50014,1,6615
4,0,2,6,F,1,826.7551016,Phone,A,House,15,medium,white,29,2016,80014,1,6616
19,1,2,1,M,1,866.518729,Phone,C,House,12,low,white,47,2016,80025,0,6617
3,1,4,0,M,0,832.2775157,Broker,B,Tenant,14,high,white,27,2016,50032,0,6618
13,0,1,1,M,0,939.2361336,Broker,A,House,11,medium,white,68,2016,98033,0,6619
21,0,2,3,M,1,1006.530397,Broker,B,Tenant,24.08112427,high,white,44,2016,80027,0,6620
16,0,3,3,M,1,1010.856132,Broker,B,House,10,high,yellow,39,2016,85008,0,6621
10,0,3,4,F,1,989.6855212,Phone,C,House,13,high,blue,59,2016,50052,0,6622
2,0,1,0,M,1,924.1528202,Phone,B,Tenant,16,high,white,31,2016,98022,0,6623
6,0,2,0,F,0,913.9521774,Broker,B,House,19,high,white,33,2016,50047,1,6624
21,0,1,7,F,1,889.3518251,Broker,C,Tenant,9,medium,red,39,2016,50012,0,6625
16,0,1,1,M,0,829.1401878,Broker,B,House,9,high,red,45,2016,85068,1,6626
18,0,2,0,F,0,858.9673401,Broker,C,Tenant,17,high,white,44,2016,20148,0,6627
3,1,2,5,M,1,814.1986177,Phone,A,House,17,high,blue,31,2016,80003,0,6628
13,0,3,0,M,1,947.1181079,Broker,A,House,15,high,blue,52,2016,20152,0,6629
14,1,1,0,F,0,843.4249442,Broker,A,House,12,medium,white,50,2016,98022,0,6630
5,0,3,0,M,0,873.4777311,Broker,B,House,11,high,white,31,2016,20148,0,6631
17,0,1,0,M,1,889.212357,Broker,C,House,16,high,blue,39,2016,85037,0,6632
13,0,5,4,M,1,753.9087857,Broker,A,Tenant,22,high,blue,50,2016,50057,0,6633
18,0,1,0,M,1,815.6867539,Broker,C,Condo,12,medium,red,41,2016,50041,0,6634
6,1,4,0,F,1,1000.429033,Broker,C,Condo,11,low,blue,34,2016,15012,0,6635
20,0,2,1,F,1,906.7050286,Phone,C,Condo,24,high,red,48,2016,85011,1,6636
21,0,2,4,F,1,973.2831309,Broker,B,House,13,medium,yellow,49,2016,80014,0,6637
16,0,4,0,M,0,937.5972711,Phone,A,Condo,11,medium,white,47,2016,50034,1,6638
4,0,2,2,F,1,817.0497453,Online,C,Tenant,12,low,white,23,2016,50058,0,6639
3,0,4,0,M,1,1019.578275,Online,A,House,13,high,red,35,2016,80025,0,6640
0,1,1,0,F,1,770.8009045,Broker,A,Condo,13,high,white,43,2016,15010,0,6641
9,0,1,0,M,0,856.3623566,Broker,C,Condo,20,high,red,49,2016,85082,0,6642
12,0,1,0,F,0,929.9294338,Phone,C,House,20,high,blue,53,2016,85014,0,6643
2,0,1,8,M,1,1043.261448,Phone,A,Tenant,19,high,blue,32,2016,20144,0,6644
4,1,1,0,M,0,885.9088674,Broker,C,Condo,19,high,yellow,36,2016,80012,0,6645
18,0,2,6,M,1,783.101291,Phone,C,House,12,high,white,49,2016,50033,1,6646
2,0,1,1,F,0,994.4526928,Broker,C,House,13,medium,red,36,2016,80028,1,6647
13,0,1,1,M,1,813.5332838,Broker,C,House,18,high,white,38,2016,85068,0,6648
15,1,1,0,F,1,745.3279094,Broker,C,House,16,high,blue,41,2016,98001,1,6649
9,0,4,2,F,1,906.4847432,Broker,C,House,10,high,white,58,2016,80040,1,6650
10,1,2,0,F,0,958.4279456,Broker,C,House,23,low,blue,36,2016,80015,1,6651
12,0,1,0,M,0,946.8731123,Broker,C,Condo,7,high,yellow,38,2016,80021,0,6652
12,0,4,0,F,1,782.1908242,Phone,A,House,14,high,red,50,2016,80031,0,6653
18,0,3,0,F,1,787.8548158,Broker,A,House,9,high,white,65,2016,98006,0,6654
14,0,2,1,F,1,1025.787485,Phone,C,House,17,high,yellow,51,2016,50054,0,6655
5,0,3,10,M,1,947.527188,Broker,A,Tenant,11,medium,white,26,2016,80105,0,6656
13,1,3,2,F,1,852.4991337,Phone,A,Condo,20,low,white,43,2016,80011,1,6657
14,1,3,5,M,1,829.2228083,Phone,C,House,11,high,red,44,2016,98006,0,6658
8,1,1,1,F,1,903.3864647,Phone,B,Condo,13,low,white,30,2016,98009,1,6659
5,1,2,7,M,1,846.668037,Broker,A,Condo,14,low,white,34,2016,50043,0,6660
21,0,1,1,F,0,828.6066943,Phone,C,House,9,medium,yellow,60,2016,85036,1,6661
16,0,2,7,M,1,907.2294508,Broker,A,House,14,high,blue,53,2016,85033,1,6662
14,0,1,2,F,1,813.4499906,Broker,C,House,14,high,white,41,2016,80105,0,6663
14,0,1,2,F,0,1057.15781,Broker,A,Condo,15,high,yellow,45,2016,85008,0,6664
11,0,1,1,F,1,874.6108683,Broker,A,House,14,high,blue,51,2016,50047,0,6665
3,1,4,0,F,0,743.6922688,Broker,A,House,11,medium,red,26,2016,50003,0,6666
10,1,3,3,F,1,1000.778419,Phone,C,House,22,high,blue,52,2016,80022,0,6667
11,0,2,2,F,1,851.3904046,Phone,C,House,17,high,white,57,2016,15022,0,6668
13,0,1,7,M,1,959.5999906,Phone,B,Tenant,7,low,red,40,2016,50022,1,6669
5,0,2,1,F,1,829.7357633,Phone,C,Tenant,8,high,white,36,2016,85068,0,6670
